                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.15419,                0.12626,                0.76611,                0.98925,                0.98933,                 0.9837,                 0.9832,                0.18525,                0.25414,                0.64625,               0.003252,               0.003252,               0.003252
                      2,                0.16839,                0.13219,                0.76309,                 0.9984,                0.99848,                0.99357,                0.99357,                0.11501,                 0.1961,                0.64409,              0.0065788,              0.0065788,              0.0065788
                      3,                0.19794,                0.15429,                 0.7608,                      1,                      1,                  0.995,                0.99495,                0.20639,                0.28547,                0.64859,              0.0098991,              0.0098991,              0.0098991
                      4,                0.20907,                0.16549,                0.77075,                0.98162,                0.98171,                0.97252,                0.96176,                0.26602,                0.31227,                0.65339,              0.0099703,              0.0099703,              0.0099703
                      5,                0.21938,                0.16119,                0.77364,                0.98925,                0.98933,                0.98434,                0.98358,                0.19217,                0.26682,                0.64911,              0.0099703,              0.0099703,              0.0099703
                      6,                0.21487,                0.16274,                0.76954,                 0.9801,                0.98018,                0.97166,                0.97166,                0.16606,                0.29383,                0.64692,              0.0099604,              0.0099604,              0.0099604
                      7,                0.21334,                0.16226,                0.77673,                 0.9862,                0.98628,                0.98157,                0.97995,                0.22446,                0.29915,                0.65066,              0.0099505,              0.0099505,              0.0099505
                      8,                0.21947,                0.17756,                0.77595,                0.97857,                0.97866,                0.97277,                0.97277,                0.17753,                0.27866,                0.64861,              0.0099406,              0.0099406,              0.0099406
                      9,                0.21962,                0.16742,                0.76355,                0.97537,                0.96951,                0.96187,                0.96071,                0.19646,                0.29218,                0.65049,              0.0099307,              0.0099307,              0.0099307
                     10,                0.22001,                0.16599,                0.77206,                0.99382,                 0.9939,                0.99192,                0.99184,                0.17096,                0.28219,                0.64719,              0.0099208,              0.0099208,              0.0099208
                     11,                0.22486,                0.17054,                0.76771,                0.99839,                0.99848,                0.99489,                0.99256,                0.30786,                0.34197,                0.65025,              0.0099109,              0.0099109,              0.0099109
                     12,                0.21412,                0.16114,                0.76651,                0.99382,                 0.9939,                0.98902,                0.98888,                0.18902,                0.28916,                0.64862,               0.009901,               0.009901,               0.009901
                     13,                0.21266,                0.16042,                 0.7665,                0.99838,                0.99238,                0.99477,                0.99477,                0.17055,                 0.2778,                0.64973,              0.0098911,              0.0098911,              0.0098911
                     14,                0.21272,                0.17378,                 0.7753,                0.98924,                0.98933,                 0.9844,                0.98427,                 0.1381,                0.25871,                0.64805,              0.0098812,              0.0098812,              0.0098812
                     15,                0.20679,                0.17077,                0.77351,                0.99382,                 0.9939,                0.98927,                0.98244,                0.23612,                0.29154,                0.65174,              0.0098713,              0.0098713,              0.0098713
                     16,                0.21596,                0.16838,                0.76834,                0.99839,                0.99848,                0.99491,                0.99491,                0.18124,                0.28089,                0.64875,              0.0098614,              0.0098614,              0.0098614
                     17,                0.22144,                0.16185,                0.77394,                0.99382,                 0.9939,                0.98994,                0.98994,                0.15586,                0.25862,                0.64681,              0.0098515,              0.0098515,              0.0098515
                     18,                0.21463,                0.16635,                0.77098,                0.98009,                0.98018,                0.97697,                0.97674,                0.16283,                0.27629,                0.64681,              0.0098416,              0.0098416,              0.0098416
                     19,                0.21272,                0.16954,                0.77182,                0.99077,                0.99085,                0.98613,                0.98591,                0.16175,                0.26446,                0.64829,              0.0098317,              0.0098317,              0.0098317
                     20,                0.22282,                  0.165,                0.77488,                      1,                      1,                  0.995,                0.99491,                 0.1783,                0.27455,                0.64918,              0.0098218,              0.0098218,              0.0098218
                     21,                0.21066,                0.16636,                 0.7724,                0.99992,                      1,                  0.995,                0.99474,                0.20439,                0.33905,                0.64876,              0.0098119,              0.0098119,              0.0098119
                     22,                0.20875,                0.16388,                0.76985,                0.99991,                      1,                  0.995,                0.99487,                0.15467,                0.24593,                0.64733,               0.009802,               0.009802,               0.009802
                     23,                0.21095,                0.16892,                 0.7695,                0.99687,                0.99695,                0.99207,                0.99207,                0.15602,                0.26927,                0.64908,              0.0097921,              0.0097921,              0.0097921
                     24,                0.20567,                  0.161,                0.76817,                0.99839,                0.99848,                0.99373,                 0.9937,                 0.1261,                0.22492,                0.64992,              0.0097822,              0.0097822,              0.0097822
                     25,                0.20658,                0.15849,                0.77609,                0.99839,                0.99848,                0.99357,                0.99331,                 0.1417,                0.24726,                0.64843,              0.0097723,              0.0097723,              0.0097723
                     26,                0.21233,                0.15788,                0.76819,                      1,                      1,                  0.995,                0.99463,                0.18827,                0.29932,                0.64977,              0.0097624,              0.0097624,              0.0097624
                     27,                0.20844,                0.16265,                0.76751,                0.99839,                0.99848,                  0.995,                0.99496,                  0.143,                0.23986,                0.64788,              0.0097525,              0.0097525,              0.0097525
                     28,                0.20647,                0.16061,                0.76632,                0.99839,                0.99848,                0.99438,                0.99437,                0.14526,                0.24388,                0.64824,              0.0097426,              0.0097426,              0.0097426
                     29,                0.20283,                0.15659,                0.77571,                      1,                      1,                  0.995,                0.99457,                0.20519,                0.29112,                0.65024,              0.0097327,              0.0097327,              0.0097327
                     30,                0.21381,                0.16603,                0.77134,                0.99839,                0.99848,                0.99494,                0.99494,                0.12688,                0.22818,                0.64762,              0.0097228,              0.0097228,              0.0097228
                     31,                0.20508,                0.15959,                0.76727,                0.99992,                      1,                  0.995,                0.99497,                0.17946,                0.25885,                0.64785,              0.0097129,              0.0097129,              0.0097129
                     32,                0.20153,                0.15711,                0.75656,                0.99534,                0.99543,                0.99088,                0.99061,                0.18855,                0.29088,                 0.6467,               0.009703,               0.009703,               0.009703
                     33,                0.20561,                0.16598,                0.77156,                0.99687,                0.99695,                0.99241,                0.99198,                0.19214,                0.27323,                0.64891,              0.0096931,              0.0096931,              0.0096931
                     34,                0.19636,                0.15865,                0.75819,                0.99077,                0.99085,                0.98613,                0.98613,                0.17925,                0.25625,                0.64849,              0.0096832,              0.0096832,              0.0096832
                     35,                0.20207,                0.15844,                0.76066,                0.99535,                0.99543,                0.99195,                0.99155,                0.14868,                0.26854,                0.64724,              0.0096733,              0.0096733,              0.0096733
                     36,                0.20978,                0.16494,                0.77348,                0.99535,                0.99543,                0.99422,                 0.9941,                0.16152,                0.25011,                0.64752,              0.0096634,              0.0096634,              0.0096634
                     37,                 0.2056,                0.16062,                0.76944,                0.99534,                0.99543,                0.99268,                0.99268,                0.14685,                   0.25,                0.64652,              0.0096535,              0.0096535,              0.0096535
                     38,                0.20677,                0.16394,                0.76644,                0.99534,                0.99543,                0.99428,                0.99428,                0.15214,                0.24123,                0.64752,              0.0096436,              0.0096436,              0.0096436
                     39,                 0.2035,                0.15985,                0.76885,                0.99528,                0.98171,                0.98632,                0.98632,                0.16122,                0.26422,                0.64596,              0.0096337,              0.0096337,              0.0096337
                     40,                0.20933,                0.16341,                  0.766,                0.99839,                0.99848,                0.99494,                0.99494,                0.18216,                0.26548,                0.64727,              0.0096238,              0.0096238,              0.0096238
                     41,                0.20504,                0.16521,                0.77894,                0.99991,                      1,                  0.995,                  0.995,                0.16109,                0.27561,                0.64735,              0.0096139,              0.0096139,              0.0096139
                     42,                0.20885,                0.16053,                0.77337,                0.99992,                      1,                  0.995,                0.99474,                0.18075,                0.28479,                0.64631,               0.009604,               0.009604,               0.009604
                     43,                0.19969,                0.16405,                0.76862,                0.99992,                      1,                  0.995,                0.99487,                0.17458,                 0.2568,                0.64648,              0.0095941,              0.0095941,              0.0095941
                     44,                0.20593,                0.16284,                0.76538,                0.99992,                      1,                  0.995,                  0.995,                  0.177,                0.27212,                0.64732,              0.0095842,              0.0095842,              0.0095842
                     45,                0.20558,                0.16251,                0.76293,                0.99077,                0.99085,                0.98766,                0.98742,                0.16375,                0.27528,                0.64737,              0.0095743,              0.0095743,              0.0095743
                     46,                0.19408,                 0.1559,                0.76798,                0.99687,                0.99695,                0.99309,                0.99309,                0.12364,                0.21514,                0.64789,              0.0095644,              0.0095644,              0.0095644
                     47,                0.20037,                0.16224,                0.76979,                0.98925,                0.98933,                0.98404,                0.98404,                0.16001,                 0.2605,                0.64922,              0.0095545,              0.0095545,              0.0095545
                     48,                0.19643,                 0.1554,                 0.7703,                0.99839,                0.99848,                0.99483,                0.99468,                0.17181,                0.23758,                0.65064,              0.0095446,              0.0095446,              0.0095446
                     49,                0.20614,                0.15649,                0.77613,                0.99839,                0.99848,                0.99489,                0.99489,                0.18813,                0.27356,                0.64782,              0.0095347,              0.0095347,              0.0095347
                     50,                0.20001,                0.15197,                0.76464,                 0.9984,                0.99848,                0.99386,                0.99386,                0.14274,                0.23744,                0.64682,              0.0095248,              0.0095248,              0.0095248
                     51,                0.19488,                0.16041,                0.76075,                0.99992,                      1,                  0.995,                0.99491,                0.16715,                0.28663,                0.64811,              0.0095149,              0.0095149,              0.0095149
                     52,                0.20838,                0.16628,                 0.7698,                0.99535,                0.99543,                0.99124,                0.99089,                0.24822,                0.31438,                 0.6489,               0.009505,               0.009505,               0.009505
                     53,                0.20064,                0.15461,                0.77024,                0.99534,                0.99543,                0.99153,                0.99136,                0.19736,                 0.2907,                0.64876,              0.0094951,              0.0094951,              0.0094951
                     54,                0.19699,                0.15547,                0.77214,                0.99839,                0.99848,                0.99486,                0.99471,                0.17371,                0.24357,                0.65076,              0.0094852,              0.0094852,              0.0094852
